7,3.000000000,24.000000000,class0,true,0.000000,true,false,aggregate,none,-1.000000000,1.000000000,none,none,0,10944,true,3.000000000,24.000000000,true,3.000000000|3.000000000|3.000000000|3.000000000|3.000000000|3.000000000|3.000000000|3.000000000,3.000000000,undefined,0.000000000,0.50,false,false,0,edge_masks.aggregate,1e-3,edge_masks,0.125371976,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,orbit_equal,33|65,2359296,99932,1,0,24.000000000,0.000000000
0,0.000000000,0.000000000,class0,true,0.000000,true,false,bit0,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,centroid_counts.bit0,1e-3,centroid_counts,0.124649179,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
1,0.000000000,0.000000000,class0,true,0.000000,true,false,bit0,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,centroid_counts.bit0,1e-3,centroid_counts,0.124924427,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
2,0.000000000,0.000000000,class0,true,0.000000,true,false,bit0,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,centroid_counts.bit0,1e-3,centroid_counts,0.124795224,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
3,0.000000000,0.000000000,class0,true,0.000000,true,false,bit0,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,centroid_counts.bit0,1e-3,centroid_counts,0.125090705,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
4,0.000000000,0.000000000,class0,true,0.000000,true,false,bit0,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,centroid_counts.bit0,1e-3,centroid_counts,0.124905227,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
5,0.000000000,0.000000000,class0,true,0.000000,true,false,bit0,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,centroid_counts.bit0,1e-3,centroid_counts,0.125207747,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
6,0.000000000,0.000000000,class0,true,0.000000,true,false,bit0,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,centroid_counts.bit0,1e-3,centroid_counts,0.125055513,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
7,0.000000000,0.000000000,class0,true,0.000000,true,false,bit0,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,centroid_counts.bit0,1e-3,centroid_counts,0.125371976,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
0,0.000000000,0.000000000,class0,true,0.000000,true,false,aggregate,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,centroid_counts.aggregate,1e-3,centroid_counts,0.124649179,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
1,0.000000000,0.000000000,class0,true,0.000000,true,false,aggregate,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,centroid_counts.aggregate,1e-3,centroid_counts,0.124924427,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
2,0.000000000,0.000000000,class0,true,0.000000,true,false,aggregate,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,centroid_counts.aggregate,1e-3,centroid_counts,0.124795224,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
3,0.000000000,0.000000000,class0,true,0.000000,true,false,aggregate,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,centroid_counts.aggregate,1e-3,centroid_counts,0.125090705,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
4,0.000000000,0.000000000,class0,true,0.000000,true,false,aggregate,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,centroid_counts.aggregate,1e-3,centroid_counts,0.124905227,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
5,0.000000000,0.000000000,class0,true,0.000000,true,false,aggregate,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,centroid_counts.aggregate,1e-3,centroid_counts,0.125207747,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
6,0.000000000,0.000000000,class0,true,0.000000,true,false,aggregate,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,centroid_counts.aggregate,1e-3,centroid_counts,0.125055513,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
7,0.000000000,0.000000000,class0,true,0.000000,true,false,aggregate,none,-1.000000000,1.000000000,none,none,0,10944,true,0.000000000,0.000000000,true,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,0.000000000,undefined,0.000000000,0.50,false,true,0,centroid_counts.aggregate,1e-3,centroid_counts,0.125371976,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000|0.000000000,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,constant,33|65,2359296,99932,1,0,0.000000000,0.000000000
0,0.507812500,3.984375000,control,false,-0.394405,true,false,bit1,37,-1.000000000,1.000000000,2,true,0,10944,false,0.017651452,0.142064836,true,0.507812500|0.492187500|0.507812500|0.492187500|0.492187500|0.507812500|0.492187500|0.492187500,0.507812500,0.007812500,0.015625000,0.50,true,false,0,corrupt.bit1@case37,1e-3,triangle_counts,0.124649179,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.342159569|0.057026595|-0.174297868|0.061721340|0.000000000|0.000000000|0.226728081|-0.169030851|-0.149071198|-0.507092553|-0.394405319|0.394405319|0.169030851|-0.507092553|0.056343617|0.394405319,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,split,33|65,2359296,99932,1,0,3.984375000,3.842310164
1,0.492187500,3.984375000,control,false,-0.394405,true,false,bit1,37,-1.000000000,1.000000000,2,true,0,10944,false,0.017795139,0.142064836,true,0.507812500|0.492187500|0.507812500|0.492187500|0.492187500|0.507812500|0.492187500|0.492187500,0.492187500,0.007812500,0.015625000,0.50,true,false,0,corrupt.bit1@case37,1e-3,triangle_counts,0.124924427,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.342159569|0.057026595|-0.174297868|0.061721340|0.000000000|0.000000000|0.226728081|-0.169030851|-0.149071198|-0.507092553|-0.394405319|0.394405319|0.169030851|-0.507092553|0.056343617|0.394405319,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,split,33|65,2359296,99932,1,0,3.984375000,3.842310164
2,0.507812500,3.984375000,control,false,-0.394405,true,false,bit1,37,-1.000000000,1.000000000,2,true,0,10944,false,0.017750210,0.142064836,true,0.507812500|0.492187500|0.507812500|0.492187500|0.492187500|0.507812500|0.492187500|0.492187500,0.507812500,0.007812500,0.015625000,0.50,true,false,0,corrupt.bit1@case37,1e-3,triangle_counts,0.124795224,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.342159569|0.057026595|-0.174297868|0.061721340|0.000000000|0.000000000|0.226728081|-0.169030851|-0.149071198|-0.507092553|-0.394405319|0.394405319|0.169030851|-0.507092553|0.056343617|0.394405319,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,split,33|65,2359296,99932,1,0,3.984375000,3.842310164
3,0.492187500,3.984375000,control,false,-0.394405,true,false,bit1,37,-1.000000000,1.000000000,2,true,0,10944,false,0.017675612,0.142064836,true,0.507812500|0.492187500|0.507812500|0.492187500|0.492187500|0.507812500|0.492187500|0.492187500,0.492187500,0.007812500,0.015625000,0.50,true,false,0,corrupt.bit1@case37,1e-3,triangle_counts,0.125090705,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.342159569|0.057026595|-0.174297868|0.061721340|0.000000000|0.000000000|0.226728081|-0.169030851|-0.149071198|-0.507092553|-0.394405319|0.394405319|0.169030851|-0.507092553|0.056343617|0.394405319,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,split,33|65,2359296,99932,1,0,3.984375000,3.842310164
4,0.492187500,3.984375000,control,false,-0.394405,true,false,bit1,37,-1.000000000,1.000000000,2,true,0,10944,false,0.017765893,0.142064836,true,0.507812500|0.492187500|0.507812500|0.492187500|0.492187500|0.507812500|0.492187500|0.492187500,0.492187500,0.007812500,0.015625000,0.50,true,false,0,corrupt.bit1@case37,1e-3,triangle_counts,0.124905227,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.342159569|0.057026595|-0.174297868|0.061721340|0.000000000|0.000000000|0.226728081|-0.169030851|-0.149071198|-0.507092553|-0.394405319|0.394405319|0.169030851|-0.507092553|0.056343617|0.394405319,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,split,33|65,2359296,99932,1,0,3.984375000,3.842310164
5,0.507812500,3.984375000,control,false,-0.394405,true,false,bit1,37,-1.000000000,1.000000000,2,true,0,10944,false,0.018046061,0.142064836,true,0.507812500|0.492187500|0.507812500|0.492187500|0.492187500|0.507812500|0.492187500|0.492187500,0.507812500,0.007812500,0.015625000,0.50,true,false,0,corrupt.bit1@case37,1e-3,triangle_counts,0.125207747,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.342159569|0.057026595|-0.174297868|0.061721340|0.000000000|0.000000000|0.226728081|-0.169030851|-0.149071198|-0.507092553|-0.394405319|0.394405319|0.169030851|-0.507092553|0.056343617|0.394405319,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,split,33|65,2359296,99932,1,0,3.984375000,3.842310164
6,0.492187500,3.984375000,control,false,-0.394405,true,false,bit1,37,-1.000000000,1.000000000,2,true,0,10944,false,0.017692990,0.142064836,true,0.507812500|0.492187500|0.507812500|0.492187500|0.492187500|0.507812500|0.492187500|0.492187500,0.492187500,0.007812500,0.015625000,0.50,true,false,0,corrupt.bit1@case37,1e-3,triangle_counts,0.125055513,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.342159569|0.057026595|-0.174297868|0.061721340|0.000000000|0.000000000|0.226728081|-0.169030851|-0.149071198|-0.507092553|-0.394405319|0.394405319|0.169030851|-0.507092553|0.056343617|0.394405319,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,split,33|65,2359296,99932,1,0,3.984375000,3.842310164
7,0.492187500,3.984375000,control,false,-0.394405,true,false,bit1,37,-1.000000000,1.000000000,2,true,0,10944,false,0.017687480,0.142064836,true,0.507812500|0.492187500|0.507812500|0.492187500|0.492187500|0.507812500|0.492187500|0.492187500,0.492187500,0.007812500,0.015625000,0.50,true,false,0,corrupt.bit1@case37,1e-3,triangle_counts,0.125371976,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.342159569|0.057026595|-0.174297868|0.061721340|0.000000000|0.000000000|0.226728081|-0.169030851|-0.149071198|-0.507092553|-0.394405319|0.394405319|0.169030851|-0.507092553|0.056343617|0.394405319,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,split,33|65,2359296,99932,1,0,3.984375000,3.842310164
0,0.445312500,3.500000000,control,false,-0.545545,true,false,bit2,7,-1.000000000,1.000000000,4,true,0,10944,false,0.010025024,0.078727298,true,0.445312500|0.445312500|0.445312500|0.445312500|0.429687500|0.429687500|0.429687500|0.429687500,0.445312500,0.007812500,0.015625000,0.50,true,false,0,corrupt.bit2@case7,1e-3,triangle_counts,0.124649179,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.883452209|-0.883452209|-0.900070321|0.358568583|0.000000000|0.000000000|0.548821300|-0.545544726|-0.577350269|-0.872871561|-0.763762616|0.763762616|-0.872871561|-0.327326835|-0.763762616|0.436435780,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,split,33|65,2359296,99932,1,0,3.500000000,3.421272702
1,0.445312500,3.500000000,control,false,-0.545545,true,false,bit2,7,-1.000000000,1.000000000,4,true,0,10944,false,0.010303073,0.078727298,true,0.445312500|0.445312500|0.445312500|0.445312500|0.429687500|0.429687500|0.429687500|0.429687500,0.445312500,0.007812500,0.015625000,0.50,true,false,0,corrupt.bit2@case7,1e-3,triangle_counts,0.124924427,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.883452209|-0.883452209|-0.900070321|0.358568583|0.000000000|0.000000000|0.548821300|-0.545544726|-0.577350269|-0.872871561|-0.763762616|0.763762616|-0.872871561|-0.327326835|-0.763762616|0.436435780,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,split,33|65,2359296,99932,1,0,3.500000000,3.421272702
2,0.445312500,3.500000000,control,false,-0.545545,true,false,bit2,7,-1.000000000,1.000000000,4,true,0,10944,false,0.010115729,0.078727298,true,0.445312500|0.445312500|0.445312500|0.445312500|0.429687500|0.429687500|0.429687500|0.429687500,0.445312500,0.007812500,0.015625000,0.50,true,false,0,corrupt.bit2@case7,1e-3,triangle_counts,0.124795224,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.883452209|-0.883452209|-0.900070321|0.358568583|0.000000000|0.000000000|0.548821300|-0.545544726|-0.577350269|-0.872871561|-0.763762616|0.763762616|-0.872871561|-0.327326835|-0.763762616|0.436435780,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,split,33|65,2359296,99932,1,0,3.500000000,3.421272702
3,0.445312500,3.500000000,control,false,-0.545545,true,false,bit2,7,-1.000000000,1.000000000,4,true,0,10944,false,0.010967255,0.078727298,true,0.445312500|0.445312500|0.445312500|0.445312500|0.429687500|0.429687500|0.429687500|0.429687500,0.445312500,0.007812500,0.015625000,0.50,true,false,0,corrupt.bit2@case7,1e-3,triangle_counts,0.125090705,0.124649179|0.124924427|0.124795224|0.125090705|0.124905227|0.125207747|0.125055513|0.125371976,-0.883452209|-0.883452209|-0.900070321|0.358568583|0.000000000|0.000000000|0.548821300|-0.545544726|-0.577350269|-0.872871561|-0.763762616|0.763762616|-0.872871561|-0.327326835|-0.763762616|0.436435780,8,sphere@33|sphere@65|torus@33|torus@65|box_exact@33|box_exact@65|csg_difference@33|csg_difference@65|thin_plate@33|thin_plate@65|gyroid@33|gyroid@65|fbm_terrain@33|fbm_terrain@65|noise_cavity@33|noise_cavity@65,0.005782371,split,33|65,2359296,99932,1,0,3.500000000,3.421272702
